55.36150268,4.430391305,43.23890043,31.81429776,3.911199396,229.429288,177,46,255,0,0,36
7.69378793,8.472730678,41.53487469,13.87771451,15.83993203,217.393825,177,50,255,0,0,55
27.78900463,10.62974967,59.56021835,18.4442627,33.10197754,206.1061768,178,86,255,0,0,27
79.06758243,3.074857737,28.84076816,64.01169656,5.815496271,244.7593217,178,25,255,0,0,73
71.27417718,3.084203181,18.42622574,44.65703125,6.722433036,247.5835045,177,25,255,0,0,90
38.52193597,6.116433928,63.66350606,25.18802374,11.58240223,191.7409873,177,53,255,0,0,34
8.546802272,2.576745263,20.85067207,12.56418373,6.422009698,237.3763919,177,28,255,0,0,53
22.32097498,4.082796663,47.8822092,21.76049037,5.045351808,207.8343652,177,40,255,0,0,43
32.7211136,7.347755713,1.178074932,19.6726237,12.02462565,254.0697428,177,42,255,0,0,240
1.077796348,14.38955804,3.243484273,14.56098865,49.86232794,247.8029669,26,139,255,0,4,221
1.328599597,12.03717497,2.717802269,13.1242792,45.00446429,246.9720517,173,100,255,8,6,164
20.95083375,16.79212882,77.00728011,14.71408099,34.25120192,165.1350314,178,106,255,0,0,27
63.62211729,5.735330467,68.801307,50.20574534,6.435728843,169.583948,177,34,255,0,0,42
63.62211729,5.735330467,68.801307,50.20574534,6.435728843,169.583948,177,34,255,0,0,42
61.83256528,4.130131776,43.40130304,50.66337891,5.669067383,149.8807373,177,34,255,0,0,53
0,0,76.1585295,0,0,189.7568592,0,0,255,0,0,0
0,0,91.58650303,0,0,156.5269252,0,0,255,0,0,0
0,0,76.6081276,0,0,185.7097052,0,0,255,0,0,0
47.18598569,3.970133812,47.57729057,29.2123291,5.668432617,202.9145264,177,41,255,0,0,42
49.77599531,3.483201652,46.41641326,30.87349573,5.727484472,204.3395283,178,35,255,0,0,51
53.89838257,6.410803976,65.40393494,30.80929736,8.433909161,181.723093,178,47,255,0,0,50
44.51492786,5.204142704,58.65949062,23.76443614,7.475422166,195.5697302,177,49,255,0,0,50
45.86577439,3.634391394,42.95232979,26.76887207,5.963183594,209.2640625,178,43,255,0,0,38
48.67496277,5.468129317,57.55440068,26.1634802,7.39533191,198.9572011,178,49,255,0,0,44
42.67392293,5.620320319,63.58882827,21.81233016,7.859641887,199.2727096,177,45,255,0,0,37
56.99621782,4.417597892,45.59529102,29.41692547,7.57953222,221.891086,178,43,255,0,0,49
53.059952,6.956330659,65.52750198,32.89472535,8.827906638,151.7981366,177,42,255,0,0,46
46.26302247,3.667881038,52.15963615,32.775888,5.607992042,169.9004998,177,37,255,0,0,52
49.26532481,4.167274907,48.16257357,30.04595303,6.169812694,198.0963946,177,46,255,0,0,52
47.09247112,4.945557749,52.92174722,27.69802989,6.845035908,193.4253203,178,47,255,0,0,48
41.05208727,3.178460328,42.06709129,23.94805415,5.841930318,207.8694196,178,41,255,0,0,50
46.98784417,3.863485391,49.35548094,26.18648098,6.32181677,203.1756357,177,38,255,0,0,40
44.13910479,5.094255764,55.76599402,23.4695264,7.268997477,201.2122962,177,49,255,0,0,45
43.14393857,3.991969021,44.08402401,25.14266304,5.972850349,204.8706813,178,50,255,0,0,49
44.15954818,3.522669814,39.1139806,21.10110151,6.820749224,219.2788238,178,38,255,0,0,53
45.51439682,3.682999165,36.991396,24.12293769,6.389169255,218.6967197,178,51,255,0,0,46
43.06747699,3.846605529,42.39814174,23.51778436,6.43679639,212.2489082,178,47,255,0,0,43
52.417251,2.996744794,37.8547628,29.94650136,6.218822787,215.0109424,177,36,255,0,0,48
47.18542855,4.537339216,42.75844832,24.4146448,6.958268634,216.4397807,177,45,255,0,0,40
47.63966303,3.663746533,45.58584243,26.11527077,6.625970497,210.575165,178,40,255,0,0,43
45.49815029,3.531875862,39.521546,24.16210938,6.322607422,218.8112305,177,35,255,0,0,46
52.06993627,5.14033331,61.42084614,27.41711957,8.64533191,195.5194827,177,48,255,0,0,49
50.47925418,8.010674652,77.60289664,25.26691091,11.47309297,157.7131454,177,50,255,0,0,49
47.06642027,5.221083077,55.34764701,24.96384899,7.197326281,200.3533337,178,56,255,0,0,40
49.67022494,4.142556698,51.14586749,28.64280862,6.36177698,209.9323806,178,43,255,0,0,42
52.36092524,3.36520217,40.71334808,26.68097341,6.291027756,221.4975495,178,49,255,0,0,46
54.32711012,4.136874523,47.29513515,29.02761064,6.75691479,215.0767178,178,49,255,0,0,45
58.20959421,4.057721394,37.81151137,32.57922363,7.265136719,225.2717285,178,45,255,0,0,54
51.77492785,4.349405681,47.11411996,27.35845303,6.969502135,216.4451912,178,41,255,0,0,48
54.44607798,5.088465374,55.8922929,29.48195801,7.91328125,210.5767578,178,39,255,0,0,43
61.29103971,4.943490258,52.11733867,32.30206716,7.992308812,219.7723214,178,44,255,0,0,52
62.07764458,4.003068205,35.11933258,34.92375488,7.41640625,230.8735107,178,44,255,0,0,53
50.84893786,4.924148524,55.81696273,26.50446777,7.387207031,206.27854,177,45,255,0,0,46
53.89214264,5.204240904,55.58759092,29.18039551,7.497265625,206.2817871,178,44,255,0,0,47
56.97397203,5.113516734,59.42461722,30.60743401,8.11078222,205.0619177,177,50,255,0,0,46
58.96516368,5.413951501,52.09457816,35.09802019,7.789450699,205.996676,178,53,255,0,0,49
55.17906164,6.39970844,67.58588328,29.15831231,9.349427407,194.7939635,178,48,255,0,0,51
59.63712329,5.130313581,53.62174007,35.66506348,7.883178711,208.9027588,177,44,255,0,0,49
47.48143725,7.066321623,72.71120467,26.36097632,9.749005241,156.5559006,177,47,255,0,0,41
45.59851382,6.998983035,67.49166039,26.828125,9.155004883,160.6872314,178,46,255,0,0,41
60.48470043,4.76450434,50.98196149,33.37332589,7.867818323,213.143949,178,46,255,0,0,50
63.31995995,4.754692346,48.8953365,37.34180901,7.792313665,213.6273049,177,44,255,0,0,45
48.18179971,5.513852394,51.35535188,25.37910156,7.291723633,206.9643555,177,44,255,0,0,43
43.06383895,5.312954534,50.81707641,25.09638672,6.961669922,197.53479,177,43,255,0,0,51
53.01477399,4.779590178,50.11171295,27.69072266,7.487890625,209.4220947,178,49,255,0,0,46
54.74084234,3.617683261,37.25381911,30.26931152,6.780493164,219.7807861,177,44,255,0,0,56
53.19796737,3.976862238,44.00613426,29.34406738,6.855957031,213.9324951,177,45,255,0,0,48
56.12219225,4.86110712,48.44589643,30.45390625,7.564868164,214.2910645,178,42,255,0,0,47
56.89173493,5.523220217,51.36102521,32.11589355,7.488085938,211.0045898,177,46,255,0,0,45
61.64259045,5.322294257,54.13022319,36.14716797,7.867822266,209.0987793,178,44,255,0,0,42
46.66936873,3.874148705,45.9309733,23.42236025,6.26802698,214.1642566,178,43,255,0,0,37
50.67331589,4.237964654,50.04229565,28.47260742,6.413525391,205.3748291,177,40,255,0,0,45
